"","...1","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16"
"1",0.405686369072025,0.378399243061563,0.221616066188821,0.191608731614502,0.346700913059266,0.382301016218556,0.312384637199592,0.22877611853146,0.154158521234056,0.150843430340203,0.185704074482746,0.238650746851546,0.328266298158141,0.261475230020571,0.177756850718886,0.214696358490685
"2",0.347100591995521,0.819948207854439,0.408093140784766,0.200248007130459,0.279152653596934,0.378641251955528,0.452354570795864,0.358916988839184,0.201331410312174,0.174692421074943,0.201699080274932,0.269263925065904,0.374815219444201,0.313757112311142,0.237348294949676,0.251099082640714
"3",0.24528944800586,0.380536240451546,0.911988069643016,0.411623531583969,0.30075748281689,0.337610524215314,0.461083475843803,0.433748232238515,0.297232635520972,0.236416901837737,0.237476885643386,0.219146235005793,0.312677711087965,0.301439720704681,0.276663593983931,0.292595037235093
"4",0.2315436766418,0.175931120676964,0.298648388660871,0.786248839466095,0.510306208385346,0.297222920877446,0.293808484209436,0.346505005525642,0.326845710885667,0.295892349892411,0.264321130221272,0.22810615702526,0.22649090610859,0.295626032745092,0.269199076809852,0.248212305856878
"5",0.327342480872214,0.184604425747829,0.163970825831746,0.31027277891356,0.642893741020945,0.473853855437266,0.321326104339755,0.274325082777017,0.250826106346733,0.367427501505435,0.336720778640795,0.287799226499084,0.312862290610449,0.2884321944827,0.234269940397334,0.29809081178872
"6",0.369022734647869,0.258908567701552,0.171428104675401,0.184441499984697,0.434073098097502,0.535379083326279,0.477438786840334,0.387512489544599,0.292341515566328,0.291720087336763,0.312215452661577,0.414567933409395,0.398976102462295,0.32026153547385,0.319080082218736,0.372955990392826
"7",0.275436816361429,0.294834267753974,0.237634846823163,0.185774856968561,0.305628060301295,0.407936439988089,0.552622757336366,0.536774501564792,0.370686520524638,0.39112357561067,0.385960734314378,0.453176550108591,0.454340263671486,0.415606572752324,0.435444918900822,0.384322870733325
"8",0.246015156431913,0.262440297566134,0.281159580475842,0.230011610780712,0.281422293719667,0.327880781481268,0.471853717728056,0.52634505592203,0.438573581443522,0.324244404324611,0.326355681191571,0.364455326074193,0.374403334587669,0.37431525757834,0.376878707533792,0.338559642235311
"9",0.153313793138728,0.172125527402891,0.223644588533798,0.290709119181178,0.287511447247791,0.232346407123652,0.301663637407532,0.503217035425919,0.567412274487847,0.528754608814899,0.410846974148282,0.432592626166325,0.297181390779128,0.473430095917865,0.387997799836809,0.408389812346412
"10",0.176958270415937,0.137214316453396,0.207440674395328,0.308195381989069,0.42397621072617,0.336927766909021,0.32383157104026,0.363962006754595,0.555084774032328,0.629578395310232,0.645897498661004,0.619669963622464,0.35421134188411,0.404108685112078,0.478890989272262,0.504253947244569
"11",0.324375539591708,0.165937093807015,0.213769372936202,0.251025017197716,0.603832122341019,0.390901316429328,0.360731527834919,0.355873962160048,0.330477329895507,0.584808376088173,0.905404760345246,0.722269466206591,0.317806287301577,0.397087806946494,0.575487804202394,0.551053986792758
"12",0.285377581461019,0.226589962577855,0.173687615510664,0.199343396009951,0.230845554735682,0.440877307517127,0.3979683307082,0.320286565944043,0.279219621585183,0.287087748261466,0.451611531063774,0.477582259287623,0.420625968487381,0.245698080548143,0.265968687888134,0.345661137170003
"13",0.305326986598936,0.27368284502328,0.178981432529131,0.164029943257664,0.299445884680718,0.357104737363787,0.423195386428365,0.413863715856797,0.309225996013123,0.308453817576523,0.398262835023427,0.46723631237084,0.492053019739956,0.396853674984851,0.34335580362917,0.344999494304214
"14",0.233637035353577,0.229553510544675,0.199148354504245,0.217835943753012,0.247269707804533,0.260476396665351,0.348271689609335,0.392804278987976,0.380806087682829,0.263314234516544,0.439941503804949,0.356684863461668,0.404753290431253,0.4635812840531,0.363164792300083,0.368629596653818
"15",0.152082096703364,0.170878794092804,0.213769372936202,0.20236375049495,0.170510921111583,0.222665306826832,0.333227071167152,0.359991512135455,0.314535937358804,0.166742884091256,0.240978484954979,0.229143003193556,0.206489111802896,0.304584397373731,0.483579432523879,0.314237397427275
"16",0.226880644264986,0.173804800840968,0.200408787127689,0.17165681323079,0.240464119516335,0.222665306826832,0.25745758236605,0.286316778646948,0.257974650377615,0.32563193668546,0.335436100971282,0.298488912054764,0.287427745133044,0.307122600685179,0.33829350652438,0.325622810377539
